gene_id,SRR18885340,SRR18885341,SRR18885342,SRR18885343,SRR18885344,SRR18885345,SRR18885346,SRR18885347,SRR18885348,SRR18885349,SRR18885350,SRR18885351
ENSG00000265521.1|MIR5697,0,0,1,0,2,1,0,0,0,0,0,0
ENSG00000241326.1|ENSG00000241326,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162441.12|LZIC,3198,3575,3368,3002,2285,1453,1853,1567,3236,2770,3386,2675
ENSG00000228150.1|ENSG00000228150,16,11,16,16,20,12,11,17,17,15,22,28
ENSG00000173614.14|NMNAT1,648,590,737,658,1222,839,848,830,1111,663,887,632
ENSG00000202415.1|RN7SKP269,8,11,23,2,4,3,17,1,7,13,7,4
ENSG00000283611.2|TMEM274P,6,0,0,0,2,0,0,0,0,0,0,0
ENSG00000162444.12|RBP7,39,41,30,28,24,40,20,17,63,17,39,49
ENSG00000224340.1|ENSG00000224340,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000233623.2|PGAM1P11,0,0,0,2,7,0,0,0,0,0,0,0
ENSG00000201746.1|RNU6-828P,0,0,0,0,0,0,0,2,2,1,0,1
ENSG00000130939.20|UBE4B,5938,6272,5962,4516,7694,5875,5798,6119,5515,4444,5455,4208
ENSG00000054523.20|KIF1B,8074,10044,8918,7023,10225,8495,8305,8213,10128,10248,9516,7918
ENSG00000264881.1|ENSG00000264881,0,0,2,0,0,0,0,0,0,0,0,1
ENSG00000284735.1|ENSG00000284735,11,21,43,12,52,26,16,7,20,13,7,9
ENSG00000199562.1|RNU6-37P,3,0,0,4,7,0,5,2,1,4,7,0
ENSG00000264501.2|RN7SL731P,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000284642.1|ENSG00000284642,60,51,15,33,36,40,26,47,23,19,41,10
ENSG00000142657.21|PGD,123086,93784,93445,90893,164792,81173,87752,101265,143067,78678,100545,96318
ENSG00000271989.1|ENSG00000271989,14,7,26,10,0,12,10,14,0,25,4,6
ENSG00000251503.8|CENPS-CORT,741,810,773,760,845,705,645,834,836,742,855,794
ENSG00000175279.22|CENPS,1302,1721,1633,1453,1462,1553,1483,1245,1624,1513,1811,1405
ENSG00000241563.4|CORT,18,26,27,22,29,22,26,33,12,21,30,32
ENSG00000203469.2|ENSG00000203469,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160049.12|DFFA,5323,7133,6915,5977,7335,6831,7013,6603,5064,4860,6279,4378
ENSG00000243267.3|RN7SL614P,0,0,10,0,4,0,0,0,7,0,0,0
ENSG00000142655.13|PEX14,1700,1864,1648,1561,2063,1715,1687,1810,2170,1648,1801,1748
ENSG00000287727.1|ENSG00000287727,25,24,20,6,7,3,10,9,4,6,4,14
ENSG00000130940.15|CASZ1,276,358,285,260,313,376,236,368,551,517,375,403
ENSG00000272078.1|ENSG00000272078,81,102,80,68,100,82,75,87,56,125,100,110
ENSG00000120948.19|TARDBP,17097,21403,20426,18252,21210,19614,19022,18268,17282,16850,19722,17016
ENSG00000009724.18|MASP2,48,100,12,52,71,72,44,46,16,31,64,29
ENSG00000116649.10|SRM,5977,10171,8571,7883,7593,7959,7580,7444,5152,5399,7283,5402
ENSG00000171824.14|EXOSC10,4979,6821,5932,5386,6931,5597,5562,5616,5039,4942,6074,4862
ENSG00000226849.1|ENSG00000226849,75,101,59,91,88,136,52,74,67,83,82,75
ENSG00000230337.3|EXOSC10-AS1,35,43,16,25,40,31,42,20,41,34,82,7
ENSG00000198793.14|MTOR,7779,10455,9196,7293,11002,9742,8855,9081,9357,9112,10191,7807
ENSG00000225602.5|MTOR-AS1,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000253086.1|RNU6-537P,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000171819.5|ANGPTL7,0,3,5,0,3,2,2,0,0,0,0,0
ENSG00000207451.1|RNU6-291P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238173.1|RPL39P6,0,2,0,0,0,0,0,0,2,0,0,0
ENSG00000238199.1|UBE2V2P3,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000120942.14|UBIAD1,1603,2319,2393,2046,2139,2078,2002,2258,1900,2121,2141,2036
ENSG00000285833.1|ENSG00000285833,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204624.8|DISP3,13,0,19,0,16,0,26,10,57,13,20,0
ENSG00000132879.14|FBXO44,1100,1419,1321,1150,1580,1145,1263,1369,1575,1192,1573,1400
ENSG00000116661.11|FBXO2,450,137,235,226,464,145,251,269,811,199,495,362
ENSG00000116663.11|FBXO6,601,514,521,400,646,413,513,483,756,524,674,566
ENSG00000116670.16|MAD2L2,1697,2096,1840,1715,2011,1694,1749,1686,2374,2069,2347,1961
ENSG00000177674.16|AGTRAP,2444,3607,3017,2711,3629,3206,2920,3036,2722,3096,2932,2541
ENSG00000162490.7|DRAXIN,7,8,11,10,10,6,0,3,42,28,24,21
ENSG00000215910.8|C1orf167,0,0,0,0,0,0,0,0,0,0,0,4
ENSG00000177553.6|C1orf167-AS1,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000177000.13|MTHFR,1940,1539,1518,1666,2685,1723,1823,2168,2863,1767,1739,1973
ENSG00000011021.23|CLCN6,2018,2712,1865,1970,3001,2908,2094,2715,2606,2458,1989,2288
ENSG00000276470.1|ENSG00000276470,2,6,9,4,3,12,0,7,0,7,5,1
ENSG00000175206.11|NPPA,0,32,182,184,11,20,10,10,0,22,198,174
ENSG00000278852.1|ENSG00000278852,0,11,0,0,4,10,2,8,0,12,0,7
ENSG00000275915.1|ENSG00000275915,2,11,0,3,0,5,0,6,0,0,0,0
ENSG00000285646.2|ENSG00000285646,4,26,12,15,30,12,2,26,5,0,8,10
ENSG00000199347.1|RNU5E-1,0,0,1,0,0,1,0,2,1,0,0,2
ENSG00000201801.1|RNU5E-4P,0,3,0,0,0,1,0,0,0,0,0,0
ENSG00000116685.16|KIAA2013,6296,6366,5988,5694,7739,5115,5558,5952,5956,4393,5840,4738
ENSG00000083444.17|PLOD1,13861,11818,13176,11730,17344,10849,12817,12710,15109,9402,12948,10793
ENSG00000116688.18|MFN2,7538,11256,10050,8720,10843,11100,10322,10341,9916,10204,11302,9324
ENSG00000287384.1|ENSG00000287384,3,0,2,7,7,0,3,1,0,0,2,0
ENSG00000202461.1|Y_RNA,0,4,3,5,4,6,2,2,3,0,3,0
ENSG00000116691.11|MIIP,743,1315,885,1052,1061,1124,1030,928,1094,1186,1258,1030
ENSG00000276869.1|MIR6729,1,3,2,1,3,0,4,1,2,1,3,2
ENSG00000120949.15|TNFRSF8,4,26,8,0,8,8,7,11,7,0,10,7
ENSG00000201135.1|RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227875.2|RPL23AP89,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285604.1|ENSG00000285604,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283789.1|MIR7846,0,1,0,1,0,1,0,0,1,1,0,0
ENSG00000028137.19|TNFRSF1B,26,95,65,107,63,61,76,79,77,166,290,147
ENSG00000263676.1|MIR4632,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048707.15|VPS13D,5561,5782,5174,3794,6769,5485,4894,4848,6234,5813,6207,4912
ENSG00000239149.1|SNORA59A,9,10,7,19,9,13,17,7,10,19,3,11
ENSG00000229484.3|LINC02766,9,7,0,0,0,0,0,5,18,0,10,4
ENSG00000162496.9|DHRS3,9973,10673,10538,9138,12375,9026,9651,9564,13535,11608,12519,11913
ENSG00000221340.1|RNU6ATAC18P,6,4,9,3,1,3,3,5,5,11,3,4
ENSG00000276830.1|MIR6730,3,3,2,5,7,10,3,4,8,3,8,1
ENSG00000288927.2|ENSG00000288927,408,386,291,349,393,294,238,271,753,588,610,634
ENSG00000272482.2|ENSG00000272482,230,137,182,147,176,185,175,135,279,205,230,254
ENSG00000116721.9|PRAMEF1,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179172.10|HNRNPCL1,0,3,1,0,0,2,0,0,0,0,0,0
ENSG00000116731.23|PRDM2,2251,3025,2877,2493,3372,2956,2457,2548,2204,2083,2416,1875
ENSG00000289380.1|ENSG00000289380,0,0,2,0,0,6,0,0,0,0,0,2
ENSG00000189337.17|KAZN,468,583,521,378,422,438,528,517,339,344,539,405
ENSG00000252151.1|RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231606.2|ENSG00000231606,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234593.3|KAZN-AS1,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000235829.1|TBCAP2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287756.1|ENSG00000287756,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175147.13|TMEM51-AS1,172,127,63,126,145,163,114,120,322,323,247,242
ENSG00000171729.14|TMEM51,1978,3322,2644,2660,2644,3211,2469,2673,2772,3971,3231,3312
ENSG00000204464.7|TMEM51-AS2,0,0,0,0,0,0,0,7,0,3,3,0
ENSG00000215720.4|MFFP1,9,0,0,0,0,0,0,0,3,0,0,0
ENSG00000278480.1|ZBTB2P1,0,8,8,8,11,13,0,7,0,6,0,0
ENSG00000142621.21|FHAD1,0,50,59,54,34,30,31,57,88,51,79,77
ENSG00000233485.1|FHAD1-AS1,0,5,0,0,0,4,0,3,7,7,9,10
ENSG00000236045.1|ENSG00000236045,0,0,0,0,0,0,4,0,0,0,4,0
ENSG00000228140.2|EFHD2-AS1,19,17,0,10,0,9,4,13,11,29,9,17
ENSG00000142634.13|EFHD2,6384,19115,15324,12455,8314,14779,12482,11141,9950,19423,20730,16612
ENSG00000162438.12|CTRC,0,23,15,6,14,0,12,4,8,20,8,12
ENSG00000142615.8|CELA2A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215704.10|CELA2B,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000132906.18|CASP9,1315,996,1076,989,1595,1240,1317,1167,1565,1062,1364,1370
ENSG00000251866.1|SCARNA21B,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000116138.13|DNAJC16,2480,2707,2941,2329,4365,3284,3341,3611,2524,1958,2026,1725
ENSG00000272510.1|ENSG00000272510,7,2,3,5,0,5,12,0,0,9,0,5
ENSG00000116771.6|AGMAT,1799,1632,1672,1429,2256,1587,1630,1514,1977,1666,1825,1443
ENSG00000237301.1|ENSG00000237301,10,18,6,25,16,37,17,38,14,26,28,8
ENSG00000235084.3|CHCHD2P6,9,11,20,20,25,5,13,14,13,8,7,7
ENSG00000197312.12|DDI2,4956,6958,6156,5126,6225,6756,5821,6053,6871,7164,6359,6345
ENSG00000215695.2|RSC1A1,6,8,10,8,10,9,14,10,11,23,7,10
ENSG00000224459.2|SLC25A34-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116786.13|PLEKHM2,4101,5404,5244,4609,4866,5128,4846,4877,4582,4768,4738,4588
ENSG00000237938.5|ENSG00000237938,7,22,13,19,10,39,20,36,12,21,9,25
ENSG00000162461.8|SLC25A34,38,54,25,26,33,50,47,57,50,62,42,38
ENSG00000162460.7|TMEM82,4,0,0,0,7,0,0,5,6,0,0,0
ENSG00000162458.13|FBLIM1,2698,3422,3665,3431,3427,2690,3041,3236,4647,4800,5429,4896
ENSG00000224321.1|RPL12P14,63,292,292,152,86,257,245,172,106,346,288,266
ENSG00000233954.7|UQCRHL,539,732,624,550,729,583,684,595,614,550,600,460
ENSG00000178715.8|ENSG00000178715,15,34,35,30,22,17,16,21,32,29,35,18
ENSG00000270620.1|ENSG00000270620,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000179743.4|SPEN-AS1,245,274,207,230,310,247,199,255,304,326,218,280
ENSG00000065526.13|SPEN,8194,12452,12472,8957,10441,10840,10642,9553,8120,9564,10811,8221
ENSG00000116809.12|ZBTB17,1177,1548,1495,1419,1509,1461,1636,1542,1518,1683,1622,1424
ENSG00000234607.2|ENSG00000234607,1,0,3,0,0,0,0,0,0,0,0,0
ENSG00000233078.1|ENSG00000233078,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183888.4|SRARP,4,0,0,0,0,0,0,0,14,0,0,0
ENSG00000186510.12|CLCNKA,0,0,0,0,0,7,6,0,22,12,0,0
ENSG00000184908.20|CLCNKB,13,2,3,0,16,0,4,0,23,19,16,17
ENSG00000232456.1|FAM131C2P,18,10,15,15,16,0,5,8,17,14,16,11
ENSG00000185519.9|FAM131C,842,812,932,901,867,630,725,910,1090,729,1123,920
ENSG00000142627.13|EPHA2,15488,19524,24461,19270,22179,18135,23591,21747,19891,18411,24643,19605
ENSG00000227959.2|EPHA2-AS1,30,31,42,17,38,16,27,20,46,38,57,44
ENSG00000224621.1|ENSG00000224621,7,7,7,7,17,0,9,10,3,0,8,12
ENSG00000234166.1|ARHGEF19-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142632.17|ARHGEF19,613,729,741,725,497,486,458,533,574,714,913,774
ENSG00000291077.1|ENSG00000291077,27,35,35,22,39,8,31,30,49,54,20,24
ENSG00000237276.10|ANO7L1,5,9,5,11,8,10,13,10,13,17,32,15
ENSG00000288398.1|ENSG00000288398,371,417,398,440,549,431,534,511,467,384,687,535
ENSG00000132881.12|CPLANE2,303,247,378,219,384,256,307,259,406,325,476,341
ENSG00000233929.1|MT1XP1,8,9,5,1,11,1,3,6,14,0,4,5
ENSG00000037637.11|FBXO42,1689,1949,1867,1571,2249,1771,1726,1770,1900,1714,2054,1494
ENSG00000055070.17|SZRD1,10845,12817,12854,11635,14053,12607,12678,13056,5879,6737,9117,6130
ENSG00000226457.1|RPL22P3,3,3,2,6,6,2,9,0,6,5,2,2
ENSG00000187144.11|SPATA21,0,4,0,0,0,0,0,12,4,2,9,0
ENSG00000157191.20|NECAP2,2770,3576,3541,3169,3545,3506,3180,3605,3826,4187,4345,3871
ENSG00000277344.1|RNU1-6P,0,0,0,0,1,0,0,1,1,0,1,0
ENSG00000225710.1|PDE4DIPP8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226029.1|LINC01772,65,64,40,68,72,29,32,40,78,30,41,59
ENSG00000290842.1|CROCCP3,210,322,207,198,290,226,133,205,277,225,212,163
ENSG00000080947.16|CROCCP3,21,20,12,15,12,10,0,27,25,48,44,20
ENSG00000206652.1|RNU1-1,2,3,1,2,1,1,2,2,1,2,1,2
ENSG00000261135.1|ENSG00000261135,16,36,47,30,33,27,4,11,37,18,37,21
ENSG00000285853.1|ENSG00000285853,26,0,0,0,0,0,13,16,0,16,18,4
ENSG00000224174.2|ENSG00000224174,5,24,23,0,20,6,0,11,30,0,12,2
ENSG00000233421.5|LINC01783,56,35,31,55,104,58,56,51,62,43,41,42
ENSG00000219481.11|NBPF1,3538,5879,5165,4374,4306,4893,4682,4994,3453,4160,4930,3568
ENSG00000271732.1|ENSG00000271732,3,4,4,0,0,0,3,0,0,6,3,0
ENSG00000291072.1|CROCCP2,1801,2471,2100,1659,2133,2192,1936,1999,1839,1862,2257,1745
ENSG00000215908.12|CROCCP2,186,281,225,247,328,295,203,291,258,293,211,263
ENSG00000283773.1|ENSG00000283773,1,1,0,1,1,2,1,1,1,1,1,1
ENSG00000186301.8|MST1P2,180,125,122,192,313,173,151,257,436,248,306,399
ENSG00000282143.1|ENSG00000282143,4,0,0,0,4,3,0,3,5,5,4,4
ENSG00000207513.1|RNU1-3,2,3,1,2,1,1,2,2,2,2,1,2
ENSG00000290849.1|ENSG00000290849,0,3,0,0,0,0,0,1,0,2,0,2
ENSG00000279151.1|ENSG00000279151,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280114.1|ENSG00000280114,3,0,0,0,0,0,0,2,2,1,0,2
ENSG00000236698.1|EIF1AXP1,114,196,137,137,131,159,127,153,122,122,144,137
ENSG00000268869.7|ESPNP,7,7,4,7,5,0,3,0,7,20,8,5
ENSG00000227684.3|CROCCP4,0,0,0,3,3,0,9,2,0,0,0,3
ENSG00000282740.1|ENSG00000282740,4,0,0,0,7,4,0,3,5,5,4,5
ENSG00000290850.1|ENSG00000290850,4,4,2,0,2,7,0,0,10,1,3,1
ENSG00000207389.1|RNU1-4,2,3,3,2,1,1,2,3,2,2,1,2
ENSG00000290851.1|ENSG00000290851,9,15,8,65,35,31,14,54,58,45,14,0
ENSG00000186715.12|MST1L,32,12,22,0,64,3,6,0,61,41,67,69
ENSG00000228549.5|ENSG00000228549,214,141,117,107,273,195,127,178,229,141,138,124
ENSG00000277234.1|RNU1-5P,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000238142.4|ENSG00000238142,290,243,234,258,394,250,190,270,438,194,219,219
ENSG00000235241.1|ENSG00000235241,80,35,35,74,52,74,19,43,96,99,94,63
ENSG00000207005.1|RNU1-2,2,3,1,2,1,2,2,3,1,2,1,2
ENSG00000290122.1|ENSG00000290122,5,1,0,0,0,3,4,2,0,0,3,0
ENSG00000058453.17|CROCC,1168,1538,1235,1085,1456,1480,1126,1214,1394,1488,1306,1323
ENSG00000286898.1|ENSG00000286898,0,0,0,2,0,0,0,0,0,4,0,0
ENSG00000226526.1|ENSG00000226526,0,12,0,0,0,2,0,8,0,6,8,9
ENSG00000159363.19|ATP13A2,5272,5984,4585,4564,6772,6087,4824,5985,7292,7581,6323,6281
ENSG00000117122.14|MFAP2,38,26,27,38,19,30,18,3,51,86,35,78
ENSG00000288636.1|ENSG00000288636,1,1,1,1,1,1,1,1,1,0,1,0
ENSG00000117118.10|SDHB,4842,6039,5679,5095,6397,5391,5409,5025,6131,5513,5913,5331
ENSG00000117115.13|PADI2,2575,1649,2541,1410,3492,1672,2401,1693,4398,1756,2336,1706
ENSG00000204362.6|LINC02783,7,25,30,24,28,49,34,34,17,17,14,21
ENSG00000282843.1|ENSG00000282843,0,0,0,1,0,2,0,0,0,0,0,0
ENSG00000142623.11|PADI1,177,231,191,197,306,306,265,258,257,200,183,221
ENSG00000266634.1|MIR3972,0,3,0,3,3,0,0,0,1,2,1,2
ENSG00000142619.4|PADI3,631,430,546,581,662,437,449,543,920,503,557,627
ENSG00000227751.1|RCC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179051.14|RCC2,7947,10373,8817,8290,9766,9443,8455,8645,4041,3865,5069,3848
ENSG00000290096.1|ENSG00000290096,3,3,3,4,4,10,4,3,11,6,6,4
ENSG00000074964.17|ARHGEF10L,1763,1950,1497,1815,2337,2030,1508,1997,3212,2743,2613,3096
ENSG00000117148.8|ACTL8,32,145,70,94,45,124,94,115,8,34,42,24
ENSG00000179023.9|KLHDC7A,949,1134,844,766,1452,1657,919,1344,1112,858,905,775
ENSG00000009709.12|PAX7,1668,1193,1177,1274,1691,871,834,1288,1916,1121,1152,1422
ENSG00000265606.1|MIR4695,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221662.1|MIR1290,0,0,0,1,0,2,0,0,0,1,0,0
ENSG00000159423.17|ALDH4A1,2525,2784,2290,2578,3576,3049,2466,2668,3753,2887,3068,2576
ENSG00000169991.11|IFFO2,3198,5572,4111,4077,3820,5427,3987,4664,6644,6687,5681,5457
ENSG00000127463.16|EMC1,9091,9092,9686,8485,11173,8286,9211,9301,9571,7483,9739,7942
ENSG00000272084.1|ENSG00000272084,24,51,45,24,28,26,54,22,54,31,54,19
ENSG00000127481.15|UBR4,16209,23061,20575,12776,17727,18416,16433,14256,18570,20571,20561,14540
ENSG00000230424.3|EMC1-AS1,18,7,7,3,26,26,20,18,39,10,19,17
ENSG00000053372.5|MRTO4,5405,9107,8039,7350,7198,8043,7634,7279,5531,6285,7332,5610
ENSG00000286064.1|ENSG00000286064,56,52,32,40,84,61,70,63,72,96,70,59
ENSG00000211454.16|AKR7L,0,12,12,12,26,16,18,6,0,8,13,8
ENSG00000162482.5|AKR7A3,0,21,9,28,15,8,11,26,22,22,6,32
ENSG00000270728.1|ENSG00000270728,45,45,48,48,60,37,61,48,36,15,33,26
ENSG00000053371.13|AKR7A2,2568,3026,2576,2582,3983,3055,2937,3057,4272,3403,3737,3188
ENSG00000200403.1|RNU6-1099P,4,0,1,1,1,0,2,2,0,0,2,0
ENSG00000040487.13|SLC66A1,901,1340,1032,1185,1354,1399,1166,1289,1115,1550,1508,1303
ENSG00000077549.19|CAPZB,13683,18137,15154,14392,18835,17783,15411,16869,16872,16094,17281,14890
ENSG00000240490.3|RN7SL277P,0,0,0,0,0,0,0,0,2,2,0,0
ENSG00000173436.15|MICOS10,3808,4909,4179,3942,5123,4750,4062,4173,5257,4813,5062,4215
ENSG00000201609.1|RNU4-28P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235185.1|MICOS10-DT,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270136.6|MICOS10-NBL1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158747.15|NBL1,3182,3449,3932,3248,3911,3065,3755,3422,4363,3171,4736,3598
ENSG00000226396.1|ENSG00000226396,5,22,7,28,7,10,9,4,14,23,8,11
ENSG00000158748.4|HTR6,39,16,27,37,30,33,20,23,34,31,29,51
ENSG00000162542.14|TMCO4,607,792,859,834,1009,755,886,887,751,775,856,724
ENSG00000169914.6|OTUD3,767,1617,986,971,919,1260,827,924,1216,1656,1299,1361
ENSG00000188257.12|PLA2G2A,11,0,0,0,8,0,0,0,12,0,0,0
ENSG00000187980.7|PLA2G2C,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162543.6|UBXN10,6,0,0,7,18,0,0,4,7,0,0,12
ENSG00000236963.9|LINC01141,0,0,0,0,0,4,0,0,20,0,0,0
ENSG00000226487.1|ENSG00000226487,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162545.6|CAMK2N1,13107,9629,8120,9793,11618,5448,5923,7538,16634,9075,10384,10920
ENSG00000289402.2|ENSG00000289402,50,24,17,69,82,30,41,39,93,39,85,65
ENSG00000090432.7|MUL1,3450,4082,3789,3771,4936,3981,3872,4368,4156,3749,4067,3860
ENSG00000183114.8|FAM43B,135,333,292,237,124,186,190,156,223,199,221,188
ENSG00000158825.6|CDA,329,642,399,394,421,476,439,409,295,437,396,314
ENSG00000158828.8|PINK1,2222,2750,2707,2602,2890,2924,2515,2705,1557,1132,1794,1527
ENSG00000284005.1|MIR6084,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000117242.7|PINK1-AS,1898,1981,2021,1835,3001,2653,2496,2517,2108,1482,2236,1374
ENSG00000244038.11|DDOST,23958,23167,23711,21957,32651,21282,23254,23887,31058,20554,26702,24318
ENSG00000117245.13|KIF17,90,100,139,84,98,50,120,67,71,122,128,108
ENSG00000235432.1|ENSG00000235432,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000189410.12|SH2D5,449,1190,1291,776,493,994,1067,609,769,1435,1577,1291
ENSG00000127483.19|HP1BP3,17481,20272,18345,16721,19092,14993,14847,16824,20522,17995,21175,17654
ENSG00000075151.24|EIF4G3,9749,9639,10425,8589,12922,8755,9471,9348,14070,11122,12737,10794
ENSG00000251914.1|RNU7-200P,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000221808.1|MIR1256,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000233072.1|RPS15AP6,0,0,0,0,0,0,0,0,2,1,2,0
ENSG00000236073.2|ENSG00000236073,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235112.1|HSPE1P27,0,2,0,1,0,3,0,0,0,0,0,2
ENSG00000287192.1|ENSG00000287192,6,0,0,0,8,16,0,0,0,3,0,3
ENSG00000236936.1|ENSG00000236936,0,0,0,7,0,0,0,9,6,6,0,0
ENSG00000117298.16|ECE1,17957,21992,18866,17872,22976,19010,17007,20188,16879,16005,17616,14998
ENSG00000231105.2|ECE1-AS1,37,14,18,26,36,55,21,24,40,22,48,23
ENSG00000236216.5|PPP1R11P1,4,0,0,0,0,3,0,0,0,0,0,4
ENSG00000227001.3|NBPF2P,0,7,3,5,3,0,10,6,6,3,5,4
ENSG00000187952.9|HS6ST1P1,74,74,68,71,104,64,74,38,84,33,61,52
ENSG00000142794.19|NBPF3,1055,1032,1112,822,1334,1133,1155,789,798,920,1079,785
ENSG00000176378.8|PFN1P10,0,0,1,0,0,6,0,1,5,0,8,0
ENSG00000162551.14|ALPL,38,42,47,35,64,31,16,43,84,51,37,55
ENSG00000289715.1|ENSG00000289715,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233431.1|LINC02596,0,0,0,0,0,0,3,0,8,0,10,0
ENSG00000076864.21|RAP1GAP,15889,5846,9525,7557,24641,6459,10300,10663,21285,6862,9639,9526
ENSG00000231978.2|ENSG00000231978,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000090686.16|USP48,4545,5687,4978,4400,5953,5074,4555,4681,5214,4633,5689,4516
ENSG00000187942.12|LDLRAD2,392,682,542,416,622,699,534,423,577,737,750,465
ENSG00000232037.3|ENSG00000232037,0,3,2,2,2,0,0,0,3,0,2,1
ENSG00000142798.20|HSPG2,19901,32537,25522,17139,28935,32469,24748,23960,29526,36723,37150,22419
ENSG00000219073.8|CELA3B,0,0,0,6,0,0,0,0,0,0,0,0
ENSG00000273610.1|RN7SL386P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201919.1|RNU6-1022P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278124.1|RN7SL186P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201273.1|RNU6-776P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228397.3|LINC01635,3,14,29,21,7,15,13,5,13,48,21,49
ENSG00000218510.9|LINC00339,368,364,258,296,508,330,183,445,566,330,402,237
ENSG00000289694.1|ENSG00000289694,0,0,0,0,0,0,400,0,0,0,63,0
ENSG00000070831.18|CDC42,15693,19959,19505,17707,20157,17465,17318,18883,19861,20286,21193,19700
ENSG00000285959.1|ENSG00000285959,9,0,7,0,9,0,0,8,12,0,0,0
ENSG00000142789.20|CELA3A,1,0,0,0,1,0,0,4,2,0,0,0
ENSG00000285752.1|CDC42-AS1,981,793,871,1078,1440,839,824,763,1119,919,1335,1091
ENSG00000285794.1|ENSG00000285794,3,1,0,0,0,0,0,1,3,0,0,0
ENSG00000230068.2|CDC42-IT1,4,2,0,0,0,0,0,3,0,3,1,0
ENSG00000271428.1|MPHOSPH6P1,3,5,10,0,0,4,4,0,0,0,0,0
ENSG00000162552.15|WNT4,459,140,278,244,504,114,199,291,925,260,431,374
ENSG00000285873.1|ENSG00000285873,28,7,17,19,36,6,27,27,40,19,41,48
ENSG00000184677.18|ZBTB40,3380,4582,4074,3522,5159,4871,3923,4503,4164,4426,4055,3951
ENSG00000237200.1|ZBTB40-IT1,0,17,5,9,9,4,6,6,4,8,6,12
ENSG00000070886.12|EPHA8,0,7,0,0,0,0,0,3,11,9,0,5
ENSG00000133216.17|EPHB2,3899,19657,9426,10706,4141,14259,7701,9735,6113,21778,11632,12416
ENSG00000265422.1|MIR4684,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225952.1|ENSG00000225952,0,0,11,1,0,0,0,0,0,0,5,0
ENSG00000264014.1|MIR4253,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227868.7|TEX46,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000004487.18|KDM1A,10402,16148,12421,12074,13410,14662,11524,12236,12042,12941,13508,11844
ENSG00000240553.1|ENSG00000240553,0,7,8,0,0,5,5,0,1,1,0,5
ENSG00000263793.1|MIR3115,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266802.1|ENSG00000266802,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229010.1|ENSG00000229010,0,0,8,0,0,0,0,0,8,4,0,0
ENSG00000206935.1|RNU6-514P,0,0,0,0,3,0,0,0,0,0,0,0
